"Cluster","RAJ2000","DEJ2000","GLON","GLAT","r50","Nstars","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","plx","s_plx","e_plx","d05","d16","dmode","d84","d95","dmode+01","dmode-01","X","Y","Z","Rgc"
"NGC_2360",109.443,-15.631,229.804,-1.409,0.154,696,0.383,0.161,0.007,5.603,0.15,0.007,0.902,0.053,0.002,1072.2,1073.1,1074.4,1075.9,1076.8,970.1,1203.7,-693.2,-820.4,-26.4,9070.4
"NGC_2362",109.671,-24.954,238.178,-5.547,0.052,165,-2.791,0.184,0.014,2.953,0.161,0.018,0.742,0.074,0.006,1286.9,1290.8,1296.5,1302.2,1306.2,1147.7,1489.6,-680.4,-1096.5,-125.3,9086.8
"NGC_2367",110.031,-21.867,235.586,-3.825,0.046,42,-1.668,0.15,0.021,2.538,0.149,0.025,0.395,0.066,0.01,2294.1,2319.6,2358.5,2398.7,2425.6,1908.2,3086.2,-1330.0,-1941.4,-157.3,9862.9
"NGC_2374",111.016,-13.235,228.405,1.061,0.156,79,-4.665,0.13,0.015,0.659,0.089,0.012,0.76,0.066,0.008,1256.8,1261.1,1267.2,1273.6,1277.9,1124.6,1451.1,-841.1,-947.5,23.5,9229.8
"NGC_2383",111.174,-20.949,235.274,-2.455,0.036,260,-1.646,0.081,0.007,1.907,0.114,0.009,0.284,0.057,0.004,3151.2,3169.1,3189.5,3215.1,3230.4,2418.3,4688.1,-1815.2,-2619.0,-136.6,10487.5
"NGC_2396",111.984,-11.725,227.524,2.61,0.184,170,-1.514,0.101,0.01,-0.249,0.07,0.007,0.653,0.051,0.004,1454.8,1459.3,1466.0,1472.2,1476.7,1278.6,1717.9,-989.0,-1080.2,66.7,9391.3
"NGC_2401",112.352,-13.968,229.667,1.855,0.015,91,-1.37,0.107,0.015,1.673,0.095,0.013,0.203,0.061,0.008,4139.5,4201.1,4300.5,4404.7,4475.8,3007.0,7547.6,-2782.0,-3276.5,139.2,11594.6
"NGC_2414",113.293,-15.449,231.404,1.942,0.043,154,-1.41,0.087,0.008,1.426,0.113,0.009,0.162,0.064,0.006,5087.4,5150.7,5249.2,5340.6,5411.0,3441.9,11053.8,-3272.7,-4100.2,177.9,12315.3
"NGC_2420",114.602,21.575,198.108,19.64,0.053,436,-1.19,0.139,0.008,-2.125,0.126,0.007,0.363,0.064,0.003,2529.5,2539.5,2552.9,2567.9,2577.9,2033.7,3428.0,-2285.3,-747.3,858.1,10651.5
"NGC_2421",114.051,-20.627,236.283,0.059,0.096,433,-3.131,0.088,0.005,3.097,0.096,0.005,0.343,0.049,0.003,2668.9,2676.2,2687.1,2698.0,2705.3,2118.1,3674.0,-1491.6,-2235.1,2.8,10082.4
"NGC_2422",114.147,-14.489,230.964,3.128,0.259,442,-7.057,0.259,0.013,0.993,0.247,0.013,2.07,0.066,0.003,475.8,476.0,476.4,476.7,477.1,454.7,500.2,-299.6,-369.5,26.0,8647.5
"NGC_2423",114.299,-13.863,230.487,3.561,0.268,430,-0.735,0.124,0.008,-3.632,0.149,0.008,1.045,0.051,0.003,928.4,929.3,930.7,932.1,933.2,851.4,1026.2,-591.0,-716.6,57.8,8959.7
"NGC_2425",114.577,-14.885,231.513,3.299,0.046,256,-3.571,0.133,0.011,2.004,0.13,0.011,0.257,0.069,0.005,3440.1,3462.4,3500.5,3535.5,3560.9,2592.7,5379.5,-2174.9,-2735.5,201.4,10864.9
"NGC_2428",114.831,-16.55,233.087,2.697,0.146,178,-3.316,0.122,0.012,2.461,0.102,0.009,0.706,0.05,0.004,1353.0,1355.8,1359.7,1364.0,1366.9,1197.0,1573.6,-815.7,-1085.9,64.0,9219.9
"NGC_2432",115.223,-19.078,235.474,1.779,0.062,192,-0.684,0.09,0.008,1.614,0.089,0.009,0.493,0.047,0.004,1902.1,1907.8,1916.2,1924.7,1930.3,1608.2,2370.3,-1085.6,-1578.0,59.5,9556.7
"NGC_2437",115.445,-14.844,231.889,4.051,0.211,1797,-3.838,0.149,0.004,0.365,0.144,0.004,0.603,0.06,0.002,1578.4,1580.3,1582.3,1584.2,1585.5,1365.7,1879.6,-974.1,-1241.9,111.8,9396.6
"NGC_2439",115.194,-31.694,246.446,-4.462,0.071,551,-2.283,0.093,0.004,3.159,0.102,0.005,0.232,0.047,0.002,3798.9,3813.0,3830.5,3848.1,3862.1,2768.8,6209.3,-1526.1,-3500.7,-298.0,10468.8
"NGC_2447",116.141,-23.853,240.043,0.149,0.202,755,-3.551,0.158,0.007,5.068,0.167,0.007,0.968,0.055,0.002,1000.9,1001.7,1002.8,1003.9,1004.6,911.4,1114.5,-500.7,-868.8,2.6,8883.3
"NGC_2448",116.034,-24.837,240.846,-0.427,0.267,135,-3.432,0.085,0.01,2.941,0.113,0.012,0.878,0.047,0.004,1097.5,1099.7,1102.6,1105.8,1108.0,993.1,1239.2,-537.1,-962.9,-8.2,8929.2
"NGC_2451A",115.736,-38.264,252.431,-7.276,1.146,337,-21.116,0.853,0.05,15.328,0.708,0.039,5.165,0.117,0.007,192.4,192.5,192.5,192.6,192.7,188.9,196.3,-57.7,-182.1,-24.4,8399.6
"NGC_2451B",116.128,-37.954,252.309,-6.856,0.625,298,-9.671,0.409,0.034,4.702,0.281,0.025,2.719,0.095,0.006,363.5,363.7,364.0,364.2,364.4,351.2,377.7,-109.8,-344.3,-43.5,8456.8
"NGC_2453",116.894,-27.194,243.273,-0.941,0.033,127,-2.336,0.08,0.008,3.414,0.092,0.008,0.205,0.055,0.006,4166.5,4207.2,4268.3,4333.4,4378.1,2991.0,7448.9,-1919.3,-3811.7,-70.1,10944.5
"NGC_2455",117.284,-21.298,238.364,2.346,0.093,131,-2.76,0.078,0.007,2.712,0.065,0.007,0.294,0.043,0.004,3050.2,3066.7,3092.6,3116.2,3135.1,2361.1,4475.4,-1620.8,-2630.9,126.6,10302.4
"NGC_2477",118.046,-38.537,253.571,-5.838,0.15,1918,-2.449,0.169,0.004,0.87,0.192,0.005,0.665,0.037,0.001,1439.4,1440.5,1441.0,1442.1,1442.6,1259.5,1683.6,-405.5,-1375.0,-146.6,8852.9
"NGC_2482",118.787,-24.263,241.624,2.022,0.149,128,-4.722,0.094,0.01,2.189,0.1,0.016,0.72,0.053,0.005,1326.2,1329.4,1334.6,1339.7,1343.4,1177.4,1540.1,-633.9,-1173.5,47.1,9050.3
"NGC_2489",119.064,-30.06,246.71,-0.77,0.066,283,-2.529,0.099,0.006,2.102,0.108,0.009,0.465,0.039,0.002,2012.1,2016.3,2022.7,2027.9,2033.2,1682.4,2535.5,-799.6,-1857.7,-27.2,9326.5
"NGC_2506",120.01,-10.773,230.57,9.938,0.088,1487,-2.571,0.143,0.004,3.912,0.113,0.003,0.292,0.078,0.002,3092.6,3102.3,3114.5,3126.7,3136.5,2373.5,4522.9,-1948.5,-2369.6,537.5,10557.8
"NGC_2509",120.201,-19.056,237.844,5.847,0.06,253,-2.708,0.076,0.006,0.764,0.075,0.006,0.363,0.039,0.003,2532.5,2539.2,2549.2,2560.9,2569.2,2031.3,3421.5,-1349.7,-2147.0,259.7,9924.7
"NGC_2516",119.527,-60.8,273.861,-15.873,0.496,798,-4.748,0.441,0.017,11.221,0.345,0.014,2.417,0.045,0.002,408.7,408.8,408.9,409.0,409.1,392.8,426.3,26.5,-392.4,-111.8,8322.8
"NGC_2527",121.246,-28.122,246.069,1.872,0.408,356,-5.549,0.229,0.015,7.275,0.212,0.012,1.536,0.07,0.004,638.0,638.4,639.1,639.6,640.2,600.7,682.7,-259.1,-583.8,20.9,8618.9
"NGC_2533",121.773,-29.872,247.792,1.32,0.055,104,-3.189,0.077,0.008,5.041,0.056,0.007,0.329,0.039,0.004,2766.9,2778.8,2796.7,2814.5,2828.4,2185.5,3882.3,-1056.8,-2588.5,64.4,9746.8
"NGC_2539",122.658,-12.834,233.721,11.106,0.187,518,-2.331,0.127,0.006,-0.584,0.118,0.007,0.754,0.064,0.003,1272.7,1274.9,1277.4,1280.0,1281.7,1132.7,1464.4,-741.7,-1010.5,246.1,9137.8
"NGC_2546",123.082,-37.661,254.919,-2.009,0.229,165,-3.757,0.095,0.007,3.862,0.139,0.014,1.034,0.052,0.004,937.5,938.6,940.5,942.1,943.5,859.7,1038.1,-244.6,-907.5,-33.0,8632.4
"NGC_2547",122.525,-49.198,264.446,-8.595,0.283,233,-8.609,0.283,0.02,4.262,0.28,0.018,2.553,0.071,0.005,386.7,386.9,387.2,387.5,387.7,372.8,402.8,-37.1,-381.1,-57.9,8385.7
"NGC_2548",123.412,-5.726,227.842,15.39,0.369,479,-1.313,0.194,0.011,1.029,0.178,0.01,1.289,0.065,0.003,756.9,757.7,758.8,759.9,760.8,705.3,821.1,-491.0,-542.3,201.4,8847.7
"NGC_2567",124.645,-30.631,249.793,2.975,0.064,92,-2.955,0.076,0.008,2.58,0.091,0.009,0.542,0.033,0.003,1737.5,1743.2,1750.6,1758.7,1764.4,1489.7,2122.2,-603.9,-1640.6,90.8,9093.1
"NGC_2571",124.723,-29.775,249.121,3.511,0.127,166,-4.902,0.143,0.016,4.246,0.13,0.016,0.732,0.071,0.006,1307.1,1310.3,1314.5,1318.6,1321.4,1161.7,1513.5,-467.6,-1225.9,80.5,8892.5
"NGC_2580",125.371,-30.306,249.878,3.674,0.036,33,-2.307,0.069,0.015,1.91,0.073,0.013,0.194,0.029,0.005,4308.8,4372.4,4475.2,4582.9,4656.3,3092.1,8094.8,-1536.4,-4193.4,286.8,10729.7
"NGC_2587",125.861,-29.503,249.457,4.48,0.116,152,-4.248,0.088,0.007,3.586,0.11,0.008,0.295,0.051,0.004,3043.9,3063.2,3089.8,3116.3,3135.6,2360.5,4471.1,-1080.9,-2884.5,241.4,9852.6
"NGC_2588",125.797,-32.972,252.279,2.454,0.019,46,-1.884,0.096,0.018,2.521,0.096,0.018,0.199,0.062,0.011,4203.4,4274.6,4386.5,4498.4,4579.7,3048.7,7814.8,-1333.9,-4174.5,187.8,10536.2
"NGC_2627",129.309,-29.952,251.579,6.65,0.087,344,-2.381,0.118,0.008,2.879,0.106,0.007,0.521,0.04,0.002,1808.9,1812.4,1816.7,1821.8,1825.3,1537.3,2220.0,-570.2,-1712.0,210.4,9073.2
"NGC_2632",130.054,19.621,205.952,32.428,0.985,697,-36.09,1.115,0.046,-12.919,0.997,0.037,5.361,0.129,0.005,185.4,185.5,185.5,185.6,185.7,182.2,189.0,-140.8,-68.5,99.5,8481.1
"NGC_2635",129.619,-34.777,255.61,3.96,0.057,177,-2.503,0.082,0.007,2.185,0.091,0.009,0.142,0.057,0.004,5713.0,5770.0,5867.6,5957.1,6030.4,3696.0,14193.7,-1454.7,-5670.0,405.2,11317.5
"NGC_2645",129.774,-46.235,264.793,-2.903,0.043,54,-5.887,0.088,0.013,5.071,0.076,0.014,0.523,0.035,0.004,1795.3,1802.2,1812.5,1823.7,1831.5,1534.4,2213.9,-164.3,-1802.7,-91.8,8693.3
"NGC_2658",130.868,-32.662,254.561,6.071,0.061,391,-2.481,0.077,0.005,2.269,0.091,0.006,0.197,0.048,0.003,4383.1,4407.0,4430.9,4464.4,4483.5,3071.0,7964.7,-1172.9,-4247.1,468.6,10418.0
"NGC_2659",130.634,-44.999,264.182,-1.671,0.042,97,-5.336,0.137,0.02,5.028,0.123,0.015,0.452,0.066,0.007,2053.4,2063.7,2079.6,2095.6,2107.0,1721.5,2625.9,-210.7,-2068.0,-60.6,8797.2
"NGC_2660",130.667,-47.201,265.934,-3.009,0.035,425,-2.763,0.121,0.007,5.165,0.129,0.008,0.308,0.063,0.003,2940.5,2951.7,2969.7,2985.4,2996.6,2289.7,4224.1,-210.3,-2958.1,-155.9,9047.5
"NGC_2669",131.611,-52.931,270.829,-6.073,0.118,220,-4.136,0.138,0.011,4.649,0.142,0.013,0.845,0.046,0.003,1140.7,1142.4,1144.5,1146.9,1148.3,1027.0,1292.4,16.5,-1138.0,-121.1,8401.0
"NGC_2670",131.386,-48.801,267.491,-3.62,0.11,209,-5.379,0.126,0.011,3.621,0.112,0.01,0.647,0.04,0.003,1472.1,1475.5,1479.4,1483.4,1486.2,1288.8,1736.2,-64.6,-1475.0,-93.4,8533.1
"NGC_2671",131.557,-41.886,262.157,0.786,0.071,164,-1.569,0.149,0.013,0.94,0.137,0.013,0.687,0.031,0.003,1389.8,1392.9,1396.5,1400.1,1402.7,1225.4,1623.2,-190.5,-1383.3,19.2,8642.0
"NGC_2682",132.846,11.814,215.691,31.921,0.166,691,-10.986,0.193,0.008,-2.964,0.201,0.008,1.135,0.051,0.002,857.6,858.3,859.1,860.1,860.7,791.2,939.9,-592.2,-425.4,454.3,8942.4
"NGC_2818",139.044,-36.624,262.001,8.608,0.078,274,-4.439,0.075,0.005,4.528,0.079,0.005,0.275,0.045,0.003,3255.5,3268.9,3287.7,3306.5,3319.9,2474.5,4896.5,-452.4,-3219.1,492.1,9363.1
"NGC_2849",139.85,-40.52,265.274,6.362,0.027,156,-4.272,0.095,0.009,3.519,0.121,0.01,0.142,0.062,0.005,5646.0,5728.3,5851.6,5983.3,6082.0,3692.3,14123.9,-479.2,-5795.8,648.4,10553.2
"NGC_2866",140.526,-51.1,273.122,-0.766,0.019,97,-5.111,0.104,0.015,4.658,0.135,0.016,0.328,0.082,0.008,2748.5,2770.0,2800.0,2832.3,2851.6,2187.4,3888.7,152.5,-2795.6,-37.4,8651.7
"NGC_2910",142.643,-52.913,275.318,-1.164,0.053,136,-6.802,0.163,0.017,6.159,0.157,0.016,0.746,0.037,0.004,1284.2,1286.8,1291.1,1295.1,1298.1,1143.5,1482.5,119.7,-1285.3,-26.2,8320.2
"NGC_2925",143.321,-53.413,275.956,-1.254,0.141,95,-8.533,0.171,0.017,5.336,0.145,0.02,1.295,0.046,0.005,752.7,753.9,755.6,757.3,758.4,702.5,817.4,78.4,-751.4,-16.5,8295.7
"NGC_2972",145.058,-50.326,274.691,1.759,0.043,93,-5.085,0.125,0.017,2.489,0.087,0.015,0.483,0.05,0.005,1930.8,1938.5,1952.0,1964.6,1974.2,1633.3,2425.1,159.6,-1944.6,59.9,8408.4
"NGC_3033",147.145,-56.415,279.588,-2.07,0.102,102,-7.554,0.107,0.015,4.254,0.09,0.013,0.532,0.035,0.004,1767.1,1772.9,1781.1,1789.4,1796.0,1511.8,2167.1,296.5,-1755.1,-64.3,8232.8
"NGC_3105",150.169,-54.79,279.919,0.265,0.018,106,-4.161,0.145,0.016,2.714,0.115,0.013,0.104,0.086,0.008,7142.8,7291.7,7539.9,7800.6,7986.8,4296.8,30565.0,1298.7,-7427.2,34.9,10234.4
"NGC_3114",150.553,-60.041,283.246,-3.805,0.41,1296,-7.376,0.187,0.005,3.779,0.191,0.006,0.954,0.048,0.001,1016.2,1016.7,1017.3,1017.8,1018.4,923.3,1132.5,232.6,-988.0,-67.5,8167.4
"NGC_3228",155.378,-51.814,280.763,4.486,0.512,121,-14.867,0.298,0.031,-0.696,0.242,0.026,2.036,0.074,0.007,482.9,483.4,484.2,484.9,485.4,461.9,508.9,90.1,-474.2,37.9,8263.5
"NGC_3255",156.635,-60.675,286.09,-2.632,0.019,119,-5.913,0.095,0.01,3.322,0.085,0.01,0.12,0.055,0.005,6512.6,6587.0,6703.9,6820.8,6916.5,4014.7,20351.3,1856.0,-6434.5,-307.8,9134.8
"NGC_3293",158.97,-58.231,285.86,0.075,0.066,370,-7.671,0.132,0.008,3.344,0.137,0.007,0.376,0.043,0.002,2455.4,2461.6,2470.8,2480.1,2487.8,1981.4,3281.3,675.3,-2376.8,3.2,8024.8
"NGC_3324",159.341,-58.615,286.219,-0.164,0.049,53,-7.112,0.11,0.016,2.782,0.143,0.019,0.356,0.04,0.007,2563.3,2577.4,2600.3,2623.2,2639.1,2063.6,3514.5,726.3,-2496.8,-7.4,8012.7
"NGC_3330",159.659,-54.148,284.183,3.818,0.124,121,-7.705,0.11,0.011,2.996,0.109,0.009,0.552,0.063,0.006,1707.4,1713.5,1720.3,1728.7,1734.0,1467.9,2078.7,420.6,-1664.2,114.5,8092.4
"NGC_3496",164.877,-60.335,289.504,-0.414,0.093,434,-7.408,0.077,0.004,2.668,0.088,0.004,0.391,0.032,0.002,2369.2,2373.6,2379.3,2385.1,2390.9,1922.1,3122.1,794.4,-2242.8,-17.2,7871.9
"NGC_3532",166.417,-58.707,289.554,1.39,0.536,1889,-10.385,0.396,0.009,5.175,0.404,0.01,2.066,0.062,0.002,477.2,477.3,477.4,477.5,477.6,455.6,501.3,159.7,-449.7,11.6,8192.6
"NGC_3572",167.64,-60.294,290.742,0.169,0.074,120,-6.261,0.103,0.009,1.893,0.166,0.015,0.376,0.051,0.005,2442.2,2454.0,2470.4,2486.7,2498.6,1980.6,3281.3,874.9,-2310.3,7.3,7814.4
"NGC_3590",168.262,-60.79,291.212,-0.177,0.034,184,-6.1,0.134,0.012,1.013,0.125,0.012,0.361,0.048,0.004,2540.7,2550.7,2564.1,2579.1,2589.1,2040.9,3448.0,927.7,-2390.4,-7.9,7788.2
"NGC_3603",168.795,-61.259,291.624,-0.518,0.039,313,-5.543,0.189,0.01,1.961,0.149,0.01,0.076,0.074,0.005,9151.2,9278.0,9489.4,9679.6,9848.7,4864.7,50000.0,3496.8,-8821.2,-85.8,10063.3
"NGC_366",16.624,62.219,124.686,-0.602,0.038,134,-2.071,0.11,0.012,-0.425,0.13,0.012,0.355,0.063,0.006,2560.3,2576.7,2602.1,2625.8,2644.0,2064.7,3514.5,-1480.7,2139.6,-27.3,10051.1
"NGC_3680",171.392,-43.24,286.751,16.918,0.149,100,-7.278,0.109,0.017,1.118,0.113,0.02,0.933,0.042,0.004,1034.4,1036.4,1039.5,1042.7,1045.0,941.7,1160.1,286.6,-952.3,302.5,8109.5
"NGC_3766",174.061,-61.616,294.12,-0.037,0.116,664,-6.731,0.111,0.004,0.961,0.119,0.005,0.459,0.042,0.002,2040.0,2043.3,2047.6,2051.9,2055.2,1699.6,2574.8,836.8,-1868.8,-1.3,7732.5
"NGC_381",17.094,61.586,124.946,-1.219,0.093,148,1.602,0.124,0.013,-2.263,0.141,0.019,0.847,0.045,0.004,1136.2,1138.3,1141.4,1144.1,1146.6,1024.5,1288.5,-653.6,935.4,-24.3,9042.2
"NGC_3960",177.644,-55.679,294.372,6.178,0.071,287,-6.522,0.088,0.006,1.853,0.082,0.006,0.4,0.039,0.002,2319.5,2325.0,2333.2,2341.4,2348.2,1892.0,3042.6,957.2,-2112.9,251.1,7679.2
"NGC_4052",180.446,-63.23,297.375,-0.895,0.101,171,-6.836,0.072,0.007,0.069,0.073,0.007,0.323,0.044,0.003,2811.4,2823.5,2839.7,2855.8,2868.0,2211.8,3969.0,1305.6,-2521.4,-44.4,7472.7
"NGC_4103",181.628,-61.245,297.555,1.156,0.115,362,-6.184,0.117,0.007,0.075,0.107,0.01,0.473,0.053,0.003,1981.3,1985.5,1991.7,1996.8,2001.0,1660.8,2485.5,921.1,-1765.4,40.2,7626.0
"NGC_433",18.798,60.133,125.888,-2.602,0.058,111,-1.422,0.099,0.01,-0.72,0.115,0.01,0.463,0.052,0.005,2009.8,2019.2,2033.9,2047.6,2058.0,1689.5,2552.9,-1191.1,1646.1,-92.3,9672.2
"NGC_4337",186.022,-58.125,299.316,4.555,0.055,232,-8.841,0.08,0.006,1.468,0.085,0.006,0.357,0.042,0.003,2567.0,2577.4,2591.3,2605.2,2615.6,2057.9,3497.9,1264.8,-2252.3,205.8,7425.1
"NGC_4349",186.048,-61.866,299.726,0.836,0.075,210,-7.827,0.159,0.011,-0.296,0.119,0.01,0.49,0.036,0.003,1915.2,1921.0,1927.6,1935.3,1940.1,1616.1,2387.9,955.7,-1673.8,28.1,7571.6
"NGC_436",19.001,58.82,126.114,-3.899,0.045,172,-0.986,0.076,0.007,-0.577,0.092,0.007,0.262,0.049,0.004,3387.0,3407.9,3434.7,3461.6,3479.5,2556.6,5231.7,-2019.7,2768.3,-233.6,10723.2
"NGC_4439",187.119,-60.097,300.071,2.647,0.063,65,-7.089,0.145,0.026,-0.413,0.159,0.035,0.474,0.06,0.007,1958.9,1970.8,1986.7,2003.6,2014.5,1657.6,2478.8,994.4,-1717.5,91.8,7543.7
"NGC_4463",187.466,-64.8,300.637,-2.024,0.057,90,-5.326,0.09,0.011,-0.435,0.094,0.011,0.523,0.041,0.005,1797.4,1804.0,1812.3,1822.3,1828.1,1534.4,2214.3,923.0,-1558.4,-64.0,7579.0
"NGC_457",19.887,58.278,126.631,-4.392,0.125,594,-1.586,0.093,0.004,-0.661,0.098,0.004,0.318,0.045,0.002,2865.7,2872.1,2882.7,2891.2,2899.7,2237.6,4050.5,-1715.0,2306.6,-220.8,10316.2
"NGC_4609",190.582,-62.995,301.898,-0.141,0.137,317,-4.87,0.127,0.009,-1.045,0.146,0.01,0.66,0.053,0.003,1445.1,1447.8,1451.6,1455.4,1458.1,1267.7,1698.0,767.0,-1232.4,-3.6,7672.6
"NGC_4755",193.415,-60.371,303.207,2.5,0.086,652,-4.647,0.132,0.005,-1.134,0.134,0.006,0.462,0.044,0.002,2029.9,2034.1,2038.4,2042.7,2045.9,1693.3,2560.2,1115.3,-1703.9,88.9,7422.9
"NGC_4815",194.499,-64.96,303.626,-2.097,0.056,598,-5.754,0.111,0.005,-0.964,0.103,0.005,0.261,0.062,0.003,3423.3,3435.0,3452.5,3470.1,3484.7,2566.9,5270.2,1910.6,-2872.9,-126.3,7042.0
"NGC_4852",195.046,-59.607,304.04,3.246,0.123,207,-8.118,0.114,0.008,-1.205,0.129,0.009,0.752,0.061,0.004,1273.6,1276.2,1280.0,1283.8,1286.8,1134.8,1467.8,715.3,-1059.0,72.5,7697.8
"NGC_5138",201.829,-59.023,307.544,3.527,0.07,109,-3.597,0.08,0.01,-1.449,0.089,0.009,0.51,0.053,0.006,1837.1,1844.1,1855.4,1865.9,1873.8,1564.5,2277.8,1128.5,-1468.4,114.1,7359.5
"NGC_5168",202.791,-60.945,307.738,1.556,0.044,204,-4.131,0.091,0.01,-1.478,0.122,0.01,0.28,0.069,0.005,3189.2,3209.0,3237.3,3268.5,3288.3,2447.0,4787.1,1980.7,-2559.2,87.9,6854.9
"NGC_5269",206.147,-62.907,308.941,-0.657,0.048,73,-4.49,0.078,0.01,-1.918,0.075,0.01,0.46,0.036,0.005,2020.7,2030.4,2044.6,2059.7,2069.5,1698.2,2570.1,1284.9,-1590.1,-23.4,7232.0
"NGC_5281",206.614,-62.916,309.147,-0.71,0.046,54,-4.628,0.098,0.014,-2.389,0.097,0.011,0.603,0.043,0.005,1566.3,1573.4,1583.0,1593.3,1599.7,1366.7,1880.6,999.3,-1227.6,-19.6,7442.6
"NGC_5288",207.193,-64.68,309.016,-2.487,0.044,113,-3.85,0.098,0.011,-1.935,0.087,0.01,0.345,0.041,0.005,2640.1,2654.3,2673.9,2695.3,2709.5,2110.0,3652.1,1681.7,-2075.6,-116.0,6974.3
"NGC_5316",208.516,-61.883,310.239,0.097,0.17,398,-6.297,0.099,0.006,-1.515,0.119,0.007,0.665,0.055,0.003,1435.4,1438.1,1441.3,1444.6,1447.3,1259.8,1684.0,931.1,-1100.2,2.4,7490.2
"NGC_5381",210.205,-59.578,311.621,2.118,0.132,445,-6.034,0.116,0.007,-2.932,0.122,0.007,0.379,0.052,0.003,2434.1,2440.3,2449.4,2458.6,2466.3,1967.5,3244.0,1625.8,-1829.9,90.5,6959.1
"NGC_5460",211.847,-48.285,315.754,12.686,0.258,153,-6.599,0.17,0.015,-3.454,0.191,0.018,1.34,0.058,0.005,727.5,728.8,730.5,732.2,733.3,680.7,788.0,510.5,-497.2,160.4,7845.3
"NGC_559",22.387,63.301,127.197,0.746,0.081,542,-4.258,0.113,0.006,0.254,0.13,0.007,0.325,0.06,0.003,2808.3,2816.5,2828.9,2841.3,2851.6,2205.0,3945.2,-1710.1,2253.2,36.8,10299.6
"NGC_5593",216.419,-54.795,316.32,5.608,0.135,92,-5.806,0.113,0.017,-2.078,0.124,0.015,0.947,0.055,0.005,1017.4,1020.1,1024.3,1028.5,1031.2,929.1,1141.2,737.2,-704.0,100.1,7635.3
"NGC_5606",216.946,-59.632,314.84,0.993,0.034,45,-4.88,0.082,0.014,-2.897,0.103,0.015,0.374,0.04,0.007,2434.8,2451.9,2480.0,2506.5,2526.8,1987.3,3297.6,1748.5,-1758.2,43.0,6822.0
"NGC_5617",217.452,-60.719,314.676,-0.11,0.117,632,-5.641,0.099,0.004,-3.172,0.146,0.006,0.4,0.048,0.002,2320.0,2325.6,2331.2,2338.2,2343.8,1890.5,3039.9,1639.0,-1657.7,-4.5,6903.0
"NGC_5662",218.734,-56.64,316.842,3.411,0.33,255,-6.427,0.16,0.011,-7.243,0.187,0.013,1.288,0.048,0.003,757.2,758.1,759.2,760.4,761.2,705.6,821.6,552.8,-518.4,45.2,7804.4
"NGC_5715",220.859,-57.578,317.52,2.087,0.065,172,-3.487,0.123,0.01,-2.324,0.114,0.01,0.435,0.045,0.004,2134.0,2142.2,2154.0,2165.8,2174.0,1772.3,2745.0,1587.5,-1453.7,78.4,6907.2
"NGC_5749",222.204,-54.502,319.518,4.545,0.139,80,-2.756,0.112,0.019,-3.079,0.128,0.017,0.89,0.05,0.005,1079.8,1082.9,1087.9,1092.6,1095.7,980.9,1220.7,824.9,-704.0,86.2,7548.1
"NGC_5764",223.389,-52.667,320.972,5.874,0.034,51,-3.325,0.137,0.017,-2.318,0.095,0.018,0.473,0.036,0.005,1961.9,1974.4,1994.0,2013.7,2027.2,1662.5,2490.8,1540.9,-1249.0,204.1,6912.9
"NGC_581",23.339,60.659,128.047,-1.796,0.062,152,-1.384,0.071,0.006,-0.497,0.08,0.007,0.373,0.038,0.003,2463.7,2473.3,2487.6,2502.0,2511.6,1992.0,3311.5,-1532.4,1958.0,-78.0,10064.7
"NGC_5822",226.051,-54.366,321.57,3.63,0.368,667,-7.422,0.222,0.01,-5.534,0.205,0.008,1.187,0.05,0.002,820.8,821.5,822.3,823.2,823.7,759.8,895.9,642.8,-510.1,52.1,7714.0
"NGC_5823",226.365,-55.608,321.118,2.459,0.134,506,-3.691,0.141,0.007,-2.443,0.13,0.007,0.521,0.051,0.002,1810.8,1814.2,1818.5,1823.6,1827.9,1538.7,2223.9,1414.3,-1140.4,78.0,7019.0
"NGC_5925",231.847,-54.515,324.363,1.735,0.19,445,-4.319,0.163,0.008,-5.142,0.15,0.008,0.679,0.05,0.003,1407.4,1410.0,1413.2,1416.8,1419.4,1238.2,1645.7,1148.0,-823.0,42.8,7238.9
"NGC_5999",238.046,-56.482,326.008,-1.936,0.044,226,-3.389,0.094,0.006,-4.216,0.097,0.007,0.326,0.039,0.003,2783.3,2795.2,2813.1,2831.0,2844.9,2195.6,3913.6,2331.1,-1571.8,-95.0,6211.1
"NGC_6005",238.955,-57.439,325.78,-2.989,0.057,344,-4.011,0.12,0.007,-3.81,0.116,0.008,0.362,0.06,0.003,2537.5,2545.9,2559.2,2572.5,2584.2,2037.7,3442.2,2113.3,-1437.2,-133.5,6390.4
"NGC_6025",240.779,-60.43,324.536,-5.869,0.292,326,-2.901,0.175,0.011,-3.035,0.169,0.011,1.269,0.056,0.003,768.5,769.3,770.4,771.6,772.4,715.3,834.8,624.2,-444.7,-78.8,7728.6
"NGC_6031",241.907,-54.014,329.287,-1.502,0.036,78,-2.134,0.122,0.014,-3.034,0.1,0.013,0.534,0.058,0.007,1756.3,1764.4,1777.4,1789.5,1799.2,1509.2,2161.4,1527.5,-907.5,-46.6,6872.6
"NGC_6067",243.299,-54.227,329.74,-2.213,0.112,995,-1.907,0.123,0.004,-2.586,0.12,0.004,0.443,0.065,0.002,2111.4,2116.0,2120.6,2126.3,2129.7,1749.6,2691.1,1830.3,-1067.8,-81.9,6596.7
