"n_Cluster","Cluster","V","RAJ2000","DEJ2000","Rad","N","Nc","pmRAc","e_pmRAc","pmDEc","e_pmDEc","rhoc","Nf","pmRAf","e_pmRAf","pmDEf","e_pmDEf","rhof","FileName","n_FileName","ocl_left","RV","e_RV","o_RV","r_RV","ocl_right","_RA","_DE"
"nan","NGC 2180","nan",92.45,4.80722,6.0,151.0,119.0,-1.55,2.08,-3.55,2.58,0.31,32.0,0.17,18.46,-11.62,24.98,-0.27,"NGC_2180.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2184","nan",92.75,-3.48333,18.5,951.0,753.0,-2.93,2.29,0.42,2.78,-0.24,198.0,-1.71,16.03,-3.92,17.98,0.06,"NGC_2184.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2186","nan",93.03333,5.45361,5.05,166.0,118.0,-0.23,1.15,-2.79,1.81,0.13,48.0,-1.6,22.28,2.52,22.65,-0.07,"NGC_2186.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2192","nan",93.82083,39.855,3.5,122.0,76.0,0.18,3.35,-5.31,0.72,-0.16,46.0,-8.2,17.09,-4.89,17.05,0.04,"NGC_2192.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2194","nan",93.4375,12.80667,5.5,470.0,241.0,2.1,1.81,-1.88,1.79,-0.03,229.0,-0.89,18.04,-2.16,16.27,0.02,"NGC_2194.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2202","nan",94.20834,5.99667,4.5,95.0,75.0,0.36,1.89,-0.08,1.3,0.07,20.0,-0.53,19.67,1.46,14.18,-0.23,"NGC_2202.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2204","nan",93.8875,-18.665,6.0,296.0,252.0,1.26,3.1,0.42,2.96,0.06,44.0,2.87,16.69,4.12,17.21,0.21,"NGC_2204.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2215","nan",95.20417,-7.28333,4.5,113.0,70.0,1.1,0.1,-5.59,0.91,-0.33,43.0,-2.45,19.66,-6.44,12.54,-0.35,"NGC_2215.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2219","nan",95.93333,-4.67667,4.5,77.0,70.0,-2.92,3.5,-2.93,4.45,-0.5,7.0,-10.56,40.24,-8.53,30.92,-0.5,"NGC_2219.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2220","V",95.14584,-44.67833,7.5,103.0,79.0,1.05,3.15,6.11,5.3,-0.35,24.0,2.81,10.18,6.3,22.04,-0.42,"NGC_2220.dat","nan","ocl",5.28,5.34,1.0,2.0,"ocl",95.14583,-44.67833
"*","NGC 2224","nan",96.88333,12.65555,8.0,332.0,276.0,-0.25,2.05,-0.28,3.47,-0.01,56.0,0.93,16.79,-5.96,18.4,0.05,"NGC_2224.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2225","nan",96.65,-9.63833,2.4,52.0,29.0,-3.31,2.28,-3.87,4.21,-0.59,23.0,-4.54,23.86,-3.2,15.2,-0.04,"NGC_2225.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2232","nan",96.8125,-4.75833,27.5,3059.0,2562.0,0.3,2.31,-1.83,0.85,-0.11,497.0,1.74,16.06,-5.9,15.54,-0.11,"NGC_2232.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2234","nan",97.33333,16.7575,5.0,169.0,142.0,-0.76,0.91,-2.41,0.1,0.13,27.0,1.12,8.74,-6.94,12.01,-0.1,"NGC_2234.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2236","nan",97.4125,6.83,4.5,215.0,184.0,-2.37,2.66,-0.31,4.84,0.06,31.0,-3.12,21.21,-6.76,18.78,0.23,"NGC_2236.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2239","nan",97.7375,4.96917,6.0,126.0,116.0,-0.6,2.75,-2.18,3.7,0.0,10.0,1.42,10.78,1.79,16.36,-0.31,"NGC_2239.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2240","nan",98.29166,35.25,6.5,149.0,122.0,-1.6,2.99,-2.16,2.49,0.09,27.0,-3.93,10.84,-9.0,11.47,0.07,"NGC_2240.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2243","nan",97.39166,-31.28333,3.5,133.0,88.0,-0.48,5.0,4.02,3.11,0.02,45.0,-0.33,24.79,-0.39,26.62,0.17,"NGC_2243.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2244","nan",97.97916,4.94167,15.5,858.0,666.0,-0.23,1.65,-1.13,2.79,-0.11,192.0,0.55,16.31,-2.0,14.56,-0.03,"NGC_2244.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 225","nan",10.9125,61.775,7.0,118.0,89.0,-1.23,3.42,-0.06,1.26,-0.5,29.0,0.38,20.93,-2.87,8.33,0.13,"NGC_225.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2251","nan",98.65833,8.36667,6.0,208.0,169.0,-1.13,2.06,-0.17,2.66,-0.06,39.0,-3.62,20.26,4.45,14.53,0.08,"NGC_2251.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2252","nan",98.675,5.36667,10.0,512.0,410.0,0.1,1.74,-1.53,2.09,-0.26,102.0,-0.67,11.82,-3.28,11.5,-0.06,"NGC_2252.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2254","nan",98.95417,7.67333,3.5,144.0,110.0,0.53,1.79,1.78,2.63,0.24,34.0,-1.44,18.92,4.24,14.53,-0.02,"NGC_2254.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2259","nan",99.58749,10.88333,2.5,63.0,51.0,2.79,3.04,-0.96,0.1,0.79,12.0,-0.27,22.32,2.1,0.1,-0.01,"NGC_2259.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2260","nan",99.5125,-1.47333,11.0,434.0,367.0,-0.64,2.52,-2.1,2.68,0.08,67.0,-5.97,16.84,-3.92,19.27,0.05,"NGC_2260.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2262","nan",99.90834,1.14333,3.5,125.0,103.0,-0.71,4.14,-0.76,1.3,0.16,22.0,4.23,24.32,2.47,18.93,0.19,"NGC_2262.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2264","nan",100.24166,9.895,20.5,877.0,726.0,-0.46,0.81,-2.87,1.4,0.4,151.0,-1.23,14.04,-7.63,13.65,-0.35,"NGC_2264.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2265","nan",100.42083,11.905,7.0,281.0,223.0,0.0,1.53,-1.29,1.96,-0.17,58.0,1.34,16.53,-4.49,18.86,0.01,"NGC_2265.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2266","nan",100.82916,26.97,3.5,176.0,113.0,0.96,5.05,-5.01,4.09,-0.09,63.0,-0.76,32.09,-7.49,24.39,0.13,"NGC_2266.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2270","nan",100.9875,3.47833,8.0,264.0,208.0,0.21,1.17,-1.99,2.64,-0.42,56.0,-3.07,10.64,-3.06,12.12,0.25,"NGC_2270.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2281","nan",102.07083,41.07833,13.5,439.0,330.0,-2.48,1.73,-6.76,2.12,0.26,109.0,2.17,12.94,-8.07,15.93,-0.3,"NGC_2281.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2286","nan",101.91667,-3.14833,8.0,374.0,278.0,-0.27,2.96,-1.54,1.49,-0.26,96.0,0.32,14.18,-3.24,13.39,0.06,"NGC_2286.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2287","nan",101.50417,-20.75667,20.5,2043.0,1738.0,-0.84,3.03,-0.56,3.17,0.06,305.0,0.44,16.38,-3.73,17.8,-0.03,"NGC_2287.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2301","nan",102.93749,0.46,8.0,463.0,355.0,-0.83,0.63,-2.76,0.5,0.24,108.0,-0.02,15.29,-5.67,12.42,0.02,"NGC_2301.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2302","nan",102.97916,-7.08333,3.5,92.0,61.0,-2.66,1.76,-1.86,2.25,-0.27,31.0,-10.02,17.55,-4.04,13.89,0.03,"NGC_2302.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2304","nan",103.80416,17.9825,6.0,297.0,197.0,-1.49,2.94,-6.24,2.81,0.08,100.0,-1.71,21.2,-3.51,22.71,-0.11,"NGC_2304.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2306","nan",103.62083,-7.20333,7.0,277.0,216.0,2.19,3.05,-3.86,3.43,-0.07,61.0,3.64,15.2,-7.61,14.35,-0.06,"NGC_2306.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2309","nan",104.0125,-7.175,3.5,133.0,101.0,3.46,3.23,-4.53,2.95,-0.05,32.0,0.3,21.89,-10.16,15.53,0.08,"NGC_2309.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2311","nan",104.44582,-4.61167,4.0,118.0,99.0,-1.48,0.1,3.31,0.1,0.16,19.0,-2.65,18.97,-1.29,12.85,-0.24,"NGC_2311.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2312","nan",104.69583,10.295,4.8,145.0,119.0,-3.54,2.66,-2.32,3.09,-0.17,26.0,-1.95,17.2,-12.7,21.92,-0.11,"NGC_2312.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2318","nan",104.8625,-13.69833,11.0,666.0,594.0,-1.04,1.09,0.17,2.26,-0.29,72.0,4.93,21.3,2.3,17.49,0.24,"NGC_2318.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2319","nan",105.13333,3.04167,10.0,488.0,413.0,-1.09,2.62,-3.09,3.54,-0.15,75.0,-1.41,24.84,-4.26,23.72,0.0,"NGC_2319.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2323","nan",105.675,-8.38333,8.0,477.0,377.0,0.86,0.62,-3.06,1.86,-0.28,100.0,5.3,17.89,-3.72,19.06,0.23,"NGC_2323.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2324","nan",106.02917,1.045,6.3,446.0,316.0,-2.6,2.97,1.35,3.21,0.32,130.0,-2.61,18.15,4.51,19.59,-0.01,"NGC_2324.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2331","nan",106.74583,27.26167,8.0,127.0,96.0,-0.48,1.87,-1.05,3.26,0.23,31.0,-3.94,12.29,-2.71,12.51,-0.28,"NGC_2331.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2335","nan",106.70417,-10.02833,4.0,165.0,124.0,0.37,0.1,-2.34,0.1,0.18,41.0,4.07,21.17,3.24,13.13,-0.03,"NGC_2335.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2338","nan",106.94583,-5.72,4.5,179.0,142.0,-0.44,2.96,0.17,2.76,-0.31,37.0,-6.15,7.94,1.86,16.76,0.31,"NGC_2338.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2343","nan",107.02499,-10.61667,3.5,81.0,64.0,1.01,1.61,0.2,0.1,0.05,17.0,-7.99,16.76,-19.63,25.13,0.26,"NGC_2343.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2345","nan",107.075,-13.19333,7.0,453.0,342.0,-0.56,0.82,-0.04,0.1,-0.09,111.0,-0.94,22.27,2.44,20.95,-0.02,"NGC_2345.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2349","nan",107.7,-8.59333,10.0,752.0,545.0,0.71,2.91,-2.23,1.69,-0.09,207.0,1.3,19.68,-3.0,18.11,0.11,"NGC_2349.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2351","nan",108.37917,-10.48667,6.0,237.0,190.0,-4.02,2.86,-1.54,1.83,-0.28,47.0,0.85,22.09,0.15,24.27,0.23,"NGC_2351.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2352","nan",108.27084,-24.03833,4.0,149.0,125.0,-2.13,3.33,4.3,4.16,0.03,24.0,-8.86,22.71,3.35,33.99,0.11,"NGC_2352.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2353","nan",108.62499,-10.26667,10.0,664.0,491.0,-3.92,1.63,-1.18,1.9,0.11,173.0,-4.46,18.45,-2.77,17.03,-0.14,"NGC_2353.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2354","nan",108.54166,-25.69,10.0,762.0,626.0,-2.92,2.56,1.67,2.96,-0.18,136.0,-4.53,16.1,2.51,17.22,-0.27,"NGC_2354.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2355","nan",109.24583,13.75,4.5,201.0,154.0,-1.14,1.77,-3.35,1.9,0.22,47.0,-5.15,21.97,-6.07,17.33,-0.01,"NGC_2355.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2358","nan",109.23334,-17.11667,11.0,750.0,618.0,-0.88,1.68,1.34,2.86,-0.11,132.0,-0.49,17.19,3.99,17.23,0.15,"NGC_2358.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2360","nan",109.42916,-15.64167,7.5,634.0,498.0,-1.51,0.1,5.27,1.49,-0.05,136.0,1.96,25.72,4.15,25.33,0.06,"NGC_2360.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2362","nan",109.67084,-24.955,3.5,185.0,152.0,-2.81,2.27,2.23,2.02,-0.01,33.0,3.17,22.57,-4.21,29.8,-0.22,"NGC_2362.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2364","nan",110.19167,-7.55,7.5,416.0,312.0,0.88,3.64,-2.57,2.76,-0.2,104.0,0.67,16.11,-1.71,16.31,0.07,"NGC_2364.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2367","nan",110.025,-21.88167,3.5,86.0,49.0,-2.56,0.47,-0.13,2.69,-0.17,37.0,0.24,10.5,-1.78,11.98,0.23,"NGC_2367.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2374","nan",110.98333,-13.26333,7.0,422.0,331.0,-1.78,2.02,-0.76,2.39,-0.2,91.0,0.71,15.78,-2.48,15.5,-0.06,"NGC_2374.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2383","nan",111.16667,-20.94833,3.5,234.0,181.0,-2.35,3.03,-0.31,5.06,0.01,53.0,4.43,29.55,-2.45,28.79,0.11,"NGC_2383.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2384","nan",111.29166,-21.02167,3.5,128.0,106.0,-1.29,2.08,1.37,4.65,-0.28,22.0,-6.92,30.32,6.42,26.34,-0.1,"NGC_2384.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2394","nan",112.15,7.08667,5.0,87.0,82.0,-0.27,3.85,-0.83,3.49,0.01,5.0,-7.06,15.21,-26.05,6.74,0.88,"NGC_2394.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2395","nan",111.8,13.60833,8.0,183.0,151.0,-0.95,3.04,-3.56,2.55,-0.43,32.0,-8.72,15.99,-6.39,8.34,-0.34,"NGC_2395.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2396","nan",112.0,-11.71667,6.0,297.0,232.0,-3.19,0.71,0.29,0.49,-0.09,65.0,-5.44,17.99,4.95,12.74,0.04,"NGC_2396.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2401","nan",112.35,-13.96667,2.0,79.0,67.0,-5.53,3.0,3.37,0.1,-0.24,12.0,-15.5,19.79,1.45,20.69,-0.28,"NGC_2401.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2408","nan",115.0375,71.655,15.0,261.0,189.0,0.76,3.92,-3.61,3.28,0.1,72.0,0.92,12.46,-11.55,15.36,0.23,"NGC_2408.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2413","nan",113.27917,-13.4,13.0,1376.0,1166.0,-2.35,1.83,2.13,1.8,-0.13,210.0,-0.29,12.08,-1.34,12.56,0.06,"NGC_2413.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2414","nan",113.3,-15.45333,3.5,199.0,153.0,-1.87,1.31,-0.26,1.76,0.08,46.0,-2.95,16.54,3.19,16.27,-0.08,"NGC_2414.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2420","nan",114.59583,21.57333,3.5,226.0,145.0,-1.76,0.1,-2.38,0.1,0.04,81.0,-1.3,19.87,0.14,19.33,0.09,"NGC_2420.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2421","nan",114.05417,-20.61167,4.0,259.0,197.0,-3.07,1.53,2.41,2.12,-0.14,62.0,1.35,9.83,2.76,13.19,-0.22,"NGC_2421.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2422","nan",114.14583,-14.48333,13.5,1487.0,1293.0,-3.35,3.14,0.77,2.08,-0.14,194.0,-1.13,18.93,0.62,17.99,0.06,"NGC_2422.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2423","nan",114.275,-13.87167,7.0,467.0,417.0,-1.34,2.14,-0.91,3.71,-0.11,50.0,4.42,18.0,-0.05,18.26,-0.01,"NGC_2423.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2425","nan",114.57083,-14.87833,5.0,266.0,242.0,-2.7,2.2,1.0,3.25,-0.16,24.0,3.66,13.79,-1.69,15.74,0.09,"NGC_2425.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2428","V",114.8375,-16.52833,7.0,498.0,412.0,-3.05,1.81,1.9,1.82,-0.07,86.0,-2.26,15.5,2.99,16.46,0.21,"NGC_2428.dat","nan","ocl",47.35,1.85,7.0,2.0,"ocl",114.8375,-16.52833
"nan","NGC 2430","V",114.92083,-16.29667,8.5,618.0,529.0,-2.35,1.52,1.35,2.21,0.08,89.0,-1.28,12.34,-2.01,13.35,-0.25,"NGC_2430.dat","nan","ocl",34.14,1.46,6.0,2.0,"ocl",114.92083,-16.29667
"nan","NGC 2432","nan",115.22083,-19.07667,4.0,206.0,165.0,-0.85,2.55,1.42,1.88,-0.24,41.0,-0.6,11.87,0.88,16.91,-0.11,"NGC_2432.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2437","nan",115.44167,-14.81,11.0,3431.0,2712.0,-2.6,1.4,0.09,1.07,-0.07,719.0,1.66,32.31,-0.35,30.53,0.04,"NGC_2437.dat",2.0,"ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2439","nan",115.18749,-31.69333,5.5,515.0,382.0,-2.18,3.42,2.33,3.51,-0.06,133.0,-3.8,20.46,0.58,19.64,0.04,"NGC_2439.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2447","nan",116.125,-23.85667,6.0,455.0,353.0,-3.24,3.1,3.29,2.98,-0.02,102.0,0.53,41.83,4.33,32.62,0.21,"NGC_2447.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2448","nan",116.14167,-24.68,11.0,813.0,659.0,-1.43,2.75,2.93,2.39,-0.15,154.0,-1.79,22.98,0.73,22.77,0.01,"NGC_2448.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2451A","nan",115.8,-38.4,61.0,16888.0,14031.0,-0.2,3.36,3.18,3.77,-0.19,2857.0,-1.17,19.07,4.5,19.89,-0.14,"NGC_2451A.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2451B","nan",116.1125,-37.66667,55.0,14476.0,12092.0,-0.56,3.54,3.38,3.82,-0.2,2384.0,-1.56,19.05,3.39,20.76,-0.16,"NGC_2451B.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2453","nan",116.89584,-27.195,3.0,140.0,69.0,-1.68,2.06,2.84,1.76,-0.14,71.0,-2.85,19.08,0.75,18.62,-0.34,"NGC_2453.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2455","nan",117.25417,-21.30167,5.0,258.0,207.0,-5.31,2.11,-0.41,3.42,-0.09,51.0,-5.82,12.25,2.51,6.13,-0.42,"NGC_2455.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2467","nan",118.10834,-26.43667,8.0,738.0,571.0,-3.65,2.99,2.68,3.24,-0.12,167.0,-1.9,19.3,1.1,18.89,-0.17,"NGC_2467.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2477","nan",118.04166,-38.53,8.5,1214.0,829.0,-0.58,3.98,1.81,3.76,-0.03,385.0,-0.26,21.93,-0.05,19.96,0.17,"NGC_2477.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2479","nan",118.77499,-17.71,6.0,293.0,232.0,-2.94,2.78,-1.33,2.56,-0.03,61.0,-3.76,17.47,-3.93,16.29,0.02,"NGC_2479.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2482","nan",118.8,-24.25833,6.0,334.0,250.0,-3.29,2.76,3.29,2.45,-0.26,84.0,-4.35,16.56,0.72,16.09,-0.04,"NGC_2482.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2483","V",118.9125,-27.895,4.5,187.0,144.0,-2.01,2.86,0.55,2.65,-0.13,43.0,-2.89,13.85,0.95,13.51,-0.44,"NGC_2483.dat","nan","ocl",121.51,20.03,1.0,2.0,"ocl",118.9125,-27.895
"nan","NGC 2489","nan",119.0625,-30.06333,4.0,239.0,173.0,-1.48,3.5,-1.44,2.61,-0.08,66.0,1.48,15.14,-1.14,18.35,-0.09,"NGC_2489.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2506","nan",120.00417,-10.77,7.0,799.0,574.0,-1.87,2.56,1.96,0.1,-0.16,225.0,-2.74,23.09,-0.72,20.56,-0.26,"NGC_2506.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2509","nan",120.2,-19.05167,4.0,241.0,185.0,-2.64,3.43,1.81,3.66,-0.13,56.0,0.75,19.24,5.71,21.76,-0.21,"NGC_2509.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2516","nan",119.51666,-60.75333,16.0,941.0,737.0,-5.46,2.91,8.62,4.64,-0.28,204.0,-2.62,13.68,2.44,21.5,-0.16,"NGC_2516.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2527","nan",121.24167,-28.14667,6.0,368.0,297.0,-1.95,3.4,0.65,4.06,-0.24,71.0,-6.61,19.48,0.1,14.75,-0.12,"NGC_2527.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2533","nan",121.76667,-29.88333,3.5,168.0,135.0,-1.62,2.97,2.02,2.91,-0.29,33.0,-4.79,20.41,3.17,18.65,0.33,"NGC_2533.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2539","nan",122.65417,-12.81833,5.5,227.0,186.0,-3.2,2.17,-1.24,2.39,-0.11,41.0,-7.63,14.33,-1.34,14.27,-0.43,"NGC_2539.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2546","nan",123.0625,-37.595,36.0,9013.0,7453.0,-3.41,3.22,3.18,3.89,-0.18,1560.0,-4.45,21.08,2.2,22.47,-0.03,"NGC_2546.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2547","nan",122.5375,-49.215,13.5,960.0,644.0,-2.39,3.15,4.44,3.59,-0.13,316.0,-2.37,10.63,5.55,13.19,-0.1,"NGC_2547.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2548","nan",123.42917,-5.75,16.0,737.0,522.0,-3.73,2.83,2.13,0.45,0.03,215.0,-6.53,13.89,-0.07,10.64,-0.11,"NGC_2548.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2567","nan",124.63334,-30.64,4.5,233.0,195.0,-1.28,3.55,2.07,3.47,-0.09,38.0,0.57,30.48,4.63,27.28,0.26,"NGC_2567.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2571","nan",124.73334,-29.75,5.0,230.0,189.0,-2.13,2.86,2.51,1.67,-0.2,41.0,0.23,23.47,10.58,21.77,0.15,"NGC_2571.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2579","nan",125.21666,-36.21667,4.5,172.0,150.0,-3.93,2.18,0.64,0.1,-0.1,22.0,-7.52,23.3,-0.32,15.5,-0.13,"NGC_2579.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2580","nan",125.36668,-30.3,2.75,107.0,87.0,-1.41,4.51,2.63,1.66,-0.18,20.0,-2.65,14.01,-0.43,14.19,0.28,"NGC_2580.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2587","nan",125.85417,-29.50833,9.0,731.0,571.0,-0.93,2.41,2.04,2.25,-0.2,160.0,-3.43,16.34,0.55,17.17,0.04,"NGC_2587.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2588","nan",125.79167,-32.975,2.0,60.0,46.0,-2.62,3.78,0.63,2.55,-0.57,14.0,-2.15,27.09,-4.6,12.86,0.02,"NGC_2588.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2627","nan",129.3125,-29.955,5.0,329.0,269.0,-4.11,3.31,2.96,2.43,0.02,60.0,-3.8,21.21,-1.53,16.02,0.18,"NGC_2627.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"*","NGC 2635","nan",129.60834,-34.77,5.0,253.0,208.0,-4.24,3.85,0.76,3.2,-0.06,45.0,-2.07,19.91,1.47,24.15,0.14,"NGC_2635.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2645","nan",129.7625,-46.23333,2.5,77.0,65.0,-3.06,4.18,2.53,4.93,-0.27,12.0,-10.5,33.53,7.93,43.3,-0.47,"NGC_2645.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
"nan","NGC 2658","nan",130.86249,-32.65834,4.0,243.0,198.0,-1.51,2.91,1.66,3.23,-0.28,45.0,-3.93,20.41,-0.18,24.53,0.05,"NGC_2658.dat","nan","ocl","nan","nan","nan","nan","nan","nan","nan"
